"","Specie.green","Specie.blue","Specie.turquoise","Specie.brown","Specie.yellow","Specie.black","Specie.red","KEGG.green","KEGG.black","KEGG.brown","KEGG.red","KEGG.purple","KEGG.magenta","Immune.pink","Immune.turquoise","Immune.purple","Immune.yellow","Immune.blue","Immune.brown","Immune.magenta","Immune.black","Immune.greenyellow","Metabolome.black","Metabolome.turquoise","Metabolome.blue","Metabolome.pink","Metabolome.green","Metabolome.yellow","Metabolome.brown","Metabolome.magenta","Metabolome.red"
"SAM000263_tp3","-0.0120431428884887","-0.0157168240316309","0.151665965057381","-0.0112503749035372","-0.00956383142926818","-0.0115922892141291","-0.00745304612873204","0.00209311730333026","-0.0257271505462526","0.0195415270891811","-0.0172001772346124","0.0100427613247426","0.0418308830121909","-0.0103085098277544","-0.0514606713670572","-0.0358500440274336","-0.0471214153000034","0.0890454399550854","0.013172825398095","-0.0554038152992416","-0.0304482251722847","0.0616912517738537",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000265_tp1","-0.0317297834020366","-0.0175453760414939","-0.0197252580101337","-0.00451679637360455","0.0926638170325719","-0.0109127617046314","-0.0219375728712187","0.0575717516370686","-0.00416367580332222","-0.0302909593690844","-0.0102619554518909","-0.0356251332800553","-0.00992458359061018","-0.0053368899435318","-0.0509818219725308","-0.0349272184659106","-0.026453334982784","0.107075586536804","-0.0436193775888293","0.0121669180124633","-0.0433826520234025","-0.0311841255548526","0.00570149157469783","-0.0353268201984963","0.0196976941327615","-0.0659833688134343","-0.00730838394288081","-0.0437613236474826","0.0404564826656519","-0.0155739401720047","-0.0358550542221222"
"SAM000265_tp2","-0.0164649787465659","-0.0179244408207337","0.000160925322990524","-0.0110704843664857","0.0450887855023483","-0.0024307073596784","-0.0150272596647759","0.0718842351073293","-0.0342015668082609","-0.0261465384998779","0.00269555004809466","-0.0389230282182212","-0.00980830056698064","0.00964303426813933","-0.0375571535687139","-0.0124418815620999","-0.034061073827467","0.0780839154512972","-0.0322043437672632","-0.00530147164777749","-0.0458887283805496","-0.00558676463550795","0.112369023869406","-0.0282095658906555","-0.0428566992582974","-0.0397699204604958","-0.0211602134980969","-0.0666355524979705","-0.0337895723902976","-0.0149981402162425","-0.0468106746324054"
"SAM000265_tp3","-0.0318704478975447","-0.0125800083456605","-0.0452362854217181","-0.0110704843664857","0.0294369636280716","0.0100425372490962","-0.0218981132932743","-0.00318333731295975","-0.00609170284405208","-0.0443716793150893","-0.0010834960587356","-0.0407051138966617","-0.0170836685122814","-0.0110559889535765","-0.0517885268207236","-0.0229608634347556","-0.0373105646939378","0.0430539687158405","-0.0424198708897818","-0.00928293006578055","-0.0484739182100797","0.00484896388122677",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000266_tp1","-0.0202521489432637","-0.0558816063471143","-0.00366622920037737","0.000944734915887058","0.0226251895143446","-0.0143587558927265","-0.0120010101954704","0.0449015815553898","-0.0137010879155667","-0.000392309268175782","0.0399552824554278","0.128595266556064","0.0193806117596968","-0.0254296730593044","0.0234496092371192","-0.0405918669329732","0.0101154495192604","0.017668706647045","0.0290435872600727","0.0176669063438167","0.0388888981828334","-0.0465868778528216","0.0246354979860484","-0.0259504405672744","0.110607330424067","0.00958894853845639","0.00485296792973788","0.0470372080365369","-0.0260756994431029","-0.00882167246494571","0.0456535914830468"
"SAM000266_tp2","-0.0320615745273764","-0.0134953410067683","-0.0374719264699936","0.00131504481629274","-0.00704366291204109","-0.0148575578635322","-0.0244950073138584","-0.00800620191588783","0.0676259813447945","0.0168200827517306","0.0299609169975298","0.102913182800171","-0.0197921691227964","-0.0232727619712757","0.0758309264768267","-0.0366346017407663","0.0234954455009859","0.0596467124671904","0.0783501684365574","-0.0417944057551807","0.119267714346923","-0.00473277561232388","0.00792047041688909","-0.0335088168847064","0.0647885318644408","-0.0225112833529507","0.0352128438914128","0.0327639615296353","0.0204485050928726","-0.0199222527539965","0.0795780213100007"
"SAM000266_tp3","-0.00809752109724102","-0.0359099679597857","-0.00688696918984097","-0.00386016422509611","-0.00690478229047835","-0.0153955367502439","-0.0150527180366376","0.192664985677155","-0.00532348537311876","0.0248350651903738","-0.00413301278350354","-0.00921773852646258","0.0308010779101776","-0.0112643619791526","0.0592965489086527","-0.0555456816377607","0.00436823617282934","0.0463868065790184","0.0158718661052028","-0.00787579391573112","0.08713184040057","-0.130628888815948","0.0360453943963945","-0.0162892573191868","0.149651354365651","0.166472095380913","0.0188431338916013","0.0396016634265707","0.0621235757269383","-0.00513277311265021","0.137266067491948"
"SAM000268_tp1","-0.0205448160438325","-0.0322883890986843","-0.0138538340758995","-0.0111024634852393","-0.00827202456393127","-0.013256933011819","-0.0212847499359636","-0.0109457491008184","-0.038624994698714","-0.00546211964124302","0.0189373531806819","0.0302686140230438","-0.00757521307035901","-0.0131434401481569","0.0296104658116212","-0.0459337187483456","0.0167915612535282","-0.00100566201149727","0.0374052733070434","-0.0804320332026283","-0.0322927998436948","-0.0790185233340186","-0.0253929724067336","0.0139946431179421","-0.0306448357060547","-0.0165693751036704","-0.0292274175470718","0.0140529110346865","-0.00476471264005791","0.0292781273216255","0.0319777766727118"
"SAM000270_tp1","-0.00568415930494109","-0.0306313059634372","-0.0168735728990685","-0.00242328656542348","-0.00516496847063971","-0.00775336461952324","-0.0108063015851784","-0.00328717836813377","-0.0340764083331237","0.0184754800035746","-0.00343708834759534","0.0178382999815223","-0.0192754104770586","0.0318159820435214","-0.0160183134770675","-0.0564730876353295","-0.0422840512071995","-0.0111386401734843","0.0227247305048662","-0.00370142735963229","-0.0212984413252708","-0.118906418803479","0.0156552997748262","-0.0476038204050953","-0.00646309169394281","-0.0369541543836634","-0.0064433422942404","-0.0446154170622503","0.00827529154867047","0.100520933077724","-0.0428577373331548"
"SAM000270_tp2","-1.01331474975392e-05","-0.0272562957833527","-0.028316724584164","-0.00163876946305544","-0.00453529390499388","-0.00939183663671996","-0.0114490577993735","-0.00457005637305279","-0.0347654452957116","0.00960389642629048","-0.00754321253841377","0.00137509689692948","-0.0185917239228332","0.00268885038987221","0.0249063847662089","-0.0463932387753716","-0.0289251275624963","-0.0206337664585348","0.0533968428000814","-0.0364958177798885","-0.0322355066249121","-0.0871736913382022","-0.0596940493459847","-0.0339916480149235","-0.0727793939336444","0.0236734379662151","-0.0353154731703272","-0.0571800214840888","0.0518714666871824","0.0324575708656406","-0.0674818754612179"
"SAM000270_tp3","0.00286555095529374","-0.0270662262731157","0.0225020164562678","-0.00591642359075556","-0.0048754775280289","-0.00970806889462449","-0.010798562261985","-0.00120717974430509","-0.0512448458230457","0.0263733304474856","0.00232533936710438","0.00282983587513448","-0.0176964762116869","0.0195350547896265","0.00785456845006462","-0.0453287852490621","-0.0123225627344077","-0.0127816730630926","0.0535208338137343","-0.00433303292388714","-0.0494472019798721","-0.104509275356075","0.00371351447517555","-0.0228807256421448","-0.0403885147308266","-0.0641695261443446","-0.0112206399249349","-0.0442133249509841","0.0381833544333679","0.0610042629634383","-0.0544684366048272"
"SAM000271_tp1","0.0206275881259904","0.00463640681610415","-0.023758302711888","-0.0110655832314192","0.0694660336441045","0.00747988752747158","-0.000315088340165528","-0.00519575092804619","-0.00826786618542946","0.00649612126366753","0.0844134510855001","0.00170778064283396","-0.0103157016653294","-0.0520780438978107","-0.0675922234568477","-0.0656668749696656","0.00986153059545241","0.00845286006073236","-0.0395879938359048","0.0514008337978183","-0.0290623068862219","0.0171535333301883","0.0554992290142045","0.0366847225641887","0.0626783162154432","0.0530618760274494","0.0495807248091137","-0.0426156972181558","0.0737304713293653","-0.0119566662371792","-0.0299076702291183"
"SAM000271_tp2","0.00147150307004585","0.0624427131106966","-0.0321735269577862","-0.011051248158206","0.180693005592272","0.00431720289073955","-0.00997541845000078","0.0412555006991615","-0.0163675251163907","0.011857200183234","0.0859514123413566","-0.0233751104857529","0.027034828896322","-0.053581662689601","-0.060518574848367","-0.0608828281296206","0.023687883370432","0.0215518777204471","-0.0281055106324005","0.0313326599075089","-0.00186704276625509","0.00229235189638711","0.0294697247082101","0.0356540615452436","-0.00605584699504023","0.0208081405548733","-0.0066372533808961","-0.0391119784037461","0.0207855984182951","-0.0180743384343","0.0781776560863487"
"SAM000271_tp3","0.00242663908374445","0.0126592498817677","-0.0278017317445907","-0.0110704843664857","0.108143227267251","0.00992066225314673","-0.00747517875060816","-0.000311227998604451","-0.0146768203274795","-0.000779522779743363","0.451916208055978","0.00484194350804892","-0.00495223673116381","-0.0608864889858643","-0.0630050442338338","-0.0662309688203526","-0.0543309782305347","-0.0310066886647467","-0.0872907316927281","0.115376846429433","-0.054587970410408","-0.115692566140099",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000272_tp1","-0.00053144054260902","-0.0257305400280129","-0.00647418327367019","-0.00031753481130782","-0.00518528337427767","-0.0096601511014302","-0.0201281627178684","-0.010555360857325","0.0298755754495163","0.0739056821305992","0.0149986967797199","0.0069324334806464","-0.0195280063822803","-0.0398353144885651","0.0411764596887746","-0.0326704355601045","-0.0542299729110832","-0.00802763852085858","-0.0386054957725699","-0.0498304545042842","-0.00723197771456292","0.010262558277999","-0.028820411345291","0.134970787970725","0.025387152768751","0.117717228852296","-0.00564314695125007","-0.00549034877486036","0.0864466333156738","-0.00371385213395404","-0.0419057631356945"
"SAM000273_tp1","0.0398110163034012","0.048247369684028","-0.0249512885402656","-0.0109680355546261","-0.00212845177648523","0.0449746519399697","0.0277989333147206","-0.00888775215509242","-0.0104234231346134","-0.0231296343116172","0.0550997984825787","-0.0327644976541947","-0.00552529751341091","0.104643895507024","0.0399386969172131","0.0220878588274218","-0.048021907576422","0.0105020128910981","-0.0106289540557837","-0.0418043201278693","-0.00398946221284314","-0.0448719448270333","-0.0143000094355631","0.0300648411904486","-0.0272730452354106","-0.0216636497973538","-0.0131059158833154","-0.0382236515147965","-0.0451186561326318","0.0625533911227541","-0.0353887007943524"
"SAM000273_tp2","-0.0216662816929432","0.0531634575881554","-0.0426926200102614","-0.0109970555145009","0.00129225163572189","0.00927004747907487","0.00931810670447721","-0.0132386723472022","-0.00202012359476941","-0.0392161681385561","0.0563910407082901","-0.0376706081301569","-0.0100435914728148","0.119249154239485","0.0564884639674771","0.0524018890042984","-0.0384568666026409","0.0206526440059226","0.00916241497978078","-0.0542301788279634","-0.00780897129404038","-0.0107840590294013","-0.00812960606610526","-0.0166288959816316","0.00608721782789375","-0.0498244731369017","-0.00647138884846207","-0.0285540707227587","-0.0668590034644966","0.0372227906232549","-0.0207107679009744"
"SAM000273_tp3","0.049552939754883","0.0184352108413088","0.053713543683314","-0.0110135023339412","-0.00530367166997608","0.0213267267886993","0.00874818158529842","-0.00695726413884904","-0.0433399729830931","-0.0291452072982558","0.0875878393509505","-0.0409163285781672","0.0205765592040267","0.129718499646921","0.0314549111933338","0.0541296284563337","-0.0477574807604731","-0.0102893094397843","-0.00909208812873957","-0.0378884789691232","-0.0502657110104218","0.0181416890185139","-0.0522676548995732","0.00332452608631287","-0.0393194909903456","-0.0296174185759415","-0.0291515221095919","-0.0330370481929459","-0.0726797504418672","0.076741329341421","-0.0516744544830806"
"SAM000275_tp1","0.00670518560843047","0.0229334176490856","-0.0128218503309725","-0.0110704843664857","-0.00151233587302583","0.0128864586529487","0.062344517109419","-0.00656584127156387","-0.011786651475478","-0.0209378501896743","-0.0161117084842604","0.0616517679048691","-0.0147424006253457","0.121709815212627","-0.0368859540721871","-0.0461200073776135","-0.0250029070995036","0.012382990264123","0.0237878318764558","0.0207240912354502","-0.0284580204675759","-0.129279935487269","-0.0279611792521204","0.0255788725076862","0.00568825670324849","0.000978698424053847","-0.0142555150914955","0.104620861828807","-0.0536266504574112","0.00648135168474571","0.0693930697594329"
"SAM000275_tp2","-0.0142503727283102","0.0251500870762425","-0.0292600136357017","-0.0110704843664857","0.00871475652255472","-0.00211640359792284","0.014531639248462","-0.0127365968618725","0.0180630942877742","-0.00801010534499937","0.26629640485281","0.00720274270509601","-0.013904406054479","0.13569564169457","-0.0392261757891864","-0.0478751093706675","-0.0258765489802939","-0.0063341175279698","-0.0116382211877405","0.0670511602639187","-0.0350860428845089","-0.142623502553463","-0.00631164646741747","0.0434415082500519","0.0396852276362593","-0.0119825837051911","-0.0223311267634565","0.114981653379415","-0.0781976392331367","0.0416990614291471","0.0418863864214769"
"SAM000275_tp3","0.0469270398040573","0.0319105558869482","0.121896242355284","-0.0110704843664857","0.00163169297961027","0.000922139643838831","0.055808860052566","0.00115912693673732","-0.0561962532227771","-0.0193421995734437","0.0809033291978746","0.0108816008145645","0.037406709079368","0.061291741581095","-0.0532402528531821","-0.047201180786243","-0.0564847145160736","-0.00845171173104813","-0.0159259931030728","0.0600739569754014","-0.0585981824488999","-0.0778999574118053",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000276_tp1","-0.00504980340027167","-0.0176993990101863","-0.0237734797487172","0.00561462696320704","-0.0101567537886535","-0.014602600765538","-0.0195422996153775","-0.00844192983484006","-0.00320858365168109","0.0273853503467289","-0.00405881780655101","0.142595522953842","-0.0104699942649366","0.00735672106807756","0.0715173136506044","0.00315837199824314","0.0147555565762406","-0.0213016376406807","0.0761121600748711","-0.0598151003881975","-0.0346404599118506","-0.00526733974624451","-0.0391678915868543","-0.0114380931358712","-0.0187268654506329","-0.016255369409768","-0.00839113372988303","0.00243606585350184","-0.0459165626219466","-0.0295653162575189","-0.0483201925104281"
"SAM000276_tp2","-0.00681818131303527","-0.0325129995393695","-0.0250465768858292","-0.00523172748219262","-0.0083422559254845","0.0163864000555618","-0.0167423433307718","-0.00537149537380152","0.00647976273900869","0.056496287302278","0.000277961280241725","0.0438215961243527","-0.000811001125341966","0.0111557627626199","0.0850089140041317","-0.0209885882461235","-0.0124176160138497","0.000716045076830004","0.0226850584500094","-0.0616578806103946","-0.016898666856429","-0.0189274431567886","-0.0525438512012621","-0.0385947566253463","0.00341795470478626","-0.0290757577661608","-0.00935420705277496","0.034105613060756","-0.0323469141818808","-0.0407312305679796","-0.0172636681412217"
"SAM000276_tp3","0.00601687217430567","-0.0238604399957323","0.010613927673889","0.00366729731175379","-0.00937212014179618","-0.0114081618061266","-0.0173555461339065","0.0286804444869048","-0.0253256852272615","0.0193461534162801","-0.00529040357748609","0.0631815687201678","0.000422036944624778","-0.0131447528447031","0.0672086999203208","0.0259090438298987","0.00676275551234592","-0.0311352158040203","0.0281181920388793","-0.0494289625648444","-0.0408476451678469","0.0237461114880533","0.00591651406794221","-0.0283730679787343","-0.0210585115791527","-0.048133678679704","-0.0246858429309083","0.0304970968496863","-0.055899038327583","-0.0389829820784847","-0.0371683011370469"
"SAM000277_tp1","0.00341390645964148","-0.0231907685179542","-0.0199363739943084","0.00556526400349136","-0.00232439573149337","-0.0135933348017821","-0.0156528067228337","-0.0123067218350219","-0.00739043988017113","0.0558013481535099","-0.00467771127307801","0.0174386905809895","-0.0192133309166644","-0.0264925175607709","0.110478380116269","0.0517832712841233","-0.00169003517933375","-0.0268286644979807","-0.0422117315040475","-0.0254224569720937","-0.0399878366614157","0.014882333516829","-0.0261487523725747","-0.0347504126322046","-0.0207438046491667","0.0227801865819831","-0.0297124743563281","-0.0657218741907871","0.0428941628510324","-0.034485514367083","-0.0850142873712249"
"SAM000277_tp3","0.0167008969774698","-0.0150916444497164","-0.0174340075621933","-0.00737637953049936","-0.00923138501298798","-0.0152587820306882","-0.0277124449996891","0.00363424742012177","-0.0212801802528017","0.00506042270409851","-0.006633639963329","0.0482253965517932","-0.0184912475865251","-0.0173847783904133","0.125775578169766","0.0439146545032317","0.0120797289073444","-0.0208986545750556","0.00434718626084681","-0.0530466687950224","-0.024872198300681","0.0301636949951583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000280_tp1","0.00879639572458101","0.0875949166120861","-0.026690299306243","-0.00965207175980818","0.00593373531597746","0.143708724504464","0.0848009002880821","-0.00643045606863072","0.00211935314640037","-0.0302108926074335","-0.00522345227052904","-0.020569815682103","-0.0177398967763942","-0.0100505983478166","-0.00374129858729385","-0.014523346893763","-0.0547533974446047","0.0590848925919226","-0.0130033639086761","0.0419534410402709","-0.00693729093512741","0.0356606153901807","0.0917915338279788","0.091822135663378","0.0672237125604446","-0.0925130375498607","0.00196226168277224","0.0851633603385862","-0.000520934889251267","-0.0398629911775753","0.0168660809273312"
"SAM000281_tp1","0.0568375600163911","-0.013158921579698","-0.0303707349774019","-0.0113838542696957","0.000773139422082","0.0024162957400711","-0.0176520037849355","0.0934917211143365","0.0309307446761114","0.056409856880547","0.0371587981160436","-0.0417071362939562","0.043493665554632","-0.0305827946680976","-0.0430041143849269","-0.0538567322008261","-0.0366426879160037","0.011180046766795","0.00894882050949718","0.0779489848520314","-0.019801059666544","-0.0386036367177344","0.0361277444968524","0.0330274399687032","0.105463558641089","0.0108792524986047","0.0400666509177686","-0.0190194417467486","0.109831509676833","-0.0224114808245862","-0.0233794171987946"
"SAM000282_tp1","-0.0268233733172869","-0.011459799233223","-0.0355998034163493","-0.0110704843664857","0.932116741386344","-0.0123880354694905","-0.0152376783203851","0.0197862288421438","-0.0703394888975284","-0.0212970576208849","0.163847422475838","0.0302386043556506","0.0722947790270648","-0.0294190396822571","0.103690436461443","0.0786212670346376","0.0786566298060953","-0.0342735291468935","0.0898097809635775","-0.057649227327571","0.0151975926176389","-0.0774823163323847","-0.0279279481454749","-0.0209316075153663","0.0262907670821249","-0.0505018650205422","0.00104679771708832","0.00620207175039417","0.00307911141685493","-0.0376987750066144","0.0392857311967088"
"SAM000283_tp1","-0.0128237291191965","-0.045116907589117","-0.00673456351884837","-0.0103697369648661","-0.00868186018382334","-0.0136416135467068","-0.010341628397326","-0.0105474594832293","-0.0325719776365885","-0.0231206717654162","-0.0215362500067785","-0.0173413092930652","-0.0147353269484253","-0.0446299013842273","0.00177678710803654","-0.0441646320235584","-0.00264153979514544","0.0558274542631417","-0.0142418230714443","-0.0201992138548736","-0.0206329639044004","-0.00954934844422208","-0.0477486926669006","-0.0340896836704616","0.00298616516749811","0.0194966276073212","-0.0222417459126485","0.141924340934314","-0.020785083000655","0.0124456432485427","0.000658823756169405"
"SAM000283_tp2","0.00612465513205615","-0.0397044914646333","-0.023168296877682","-0.0112941528311266","-0.00978101354863541","-0.0121304792532612","-0.0271630722308349","-0.0128690227529446","-0.0272994617585857","-0.0159453279844903","-0.0117384403117814","-0.0327993857956189","-0.00766074056828475","-0.0202396341383984","-0.00543737074241132","-0.0258942377692974","-0.0101582524424591","0.13411732887597","0.00193311989188353","-0.0252415870273128","0.0172271506984491","0.00397153758888731","-0.0648768475574729","-0.0474114386940652","-0.0404832787687785","0.00310029869247005","-0.0317640002141964","0.114005554275666","-0.0361104139471447","-0.0103309662626152","-0.0526696642590686"
"SAM000283_tp3","0.0683186919636126","-0.0301893935814575","0.011383541133415","-0.011457533136553","-0.00823663508056425","-0.00875524252952844","-0.0155106878959518","-0.0117608877496003","-0.0378870783102573","-0.0156373018583944","-0.0128339864540011","-0.0242545536500237","0.0134594930667001","-0.037855307761122","-0.00872096040029306","-0.0209700227303392","-0.000130281272040922","0.0532682831352258","-0.0213528390510186","-0.0285479408607794","-0.02844998806747","0.0425224140537787","-0.059504195370024","-0.0533525627434985","-0.0324885219626886","-0.0215726009476745","-0.029727737192708","0.0930298274905729","-0.0430697216111074","-0.0011147994696768","-0.0578411463207753"
"SAM000284_tp1","-0.0103719480673039","-0.0333857853342456","-0.0277015978047005","-0.00274200321256607","-0.0030075469298613","-0.0124077884511236","-0.0212602950268889","-0.0137311421607524","0.00605190647707226","0.0151518797036755","-0.0111129786193669","-0.021610160517757","-0.0160172560657941","-0.0281786256136668","-0.0396344650664533","-0.0322408228294071","-0.0143847971810222","0.0495434866922521","-0.0342021641434745","0.0461462839910604","-0.0128350797478978","-0.0511405343252197","0.0287648328730964","-0.0388938818860702","0.0613144224536663","-0.00320928416986109","0.00356799063240993","0.161131423392714","-0.0354681749134143","-0.037662412283756","0.0474351879895851"
"SAM000284_tp2","-0.00703603647918729","-0.0242448592547179","-0.019267707137451","0.0998041727424968","-0.00873479422522166","-0.0119822866700881","-0.00421134149656118","-0.00867144133170451","0.0147964130817897","0.0452806474413349","0.00838534737505352","-0.0309507028068469","-0.00257506598957417","0.00581073950536892","-0.0238065759680558","-0.00672464109749207","0.0106176304274539","0.100394203313721","-0.0187267616429344","0.0131591672018213","0.0291976922769593","-0.0437017836893473","-0.054002878994201","-0.0668404575493334","-0.0525806290396851","-0.0286978273047847","-0.0290713148983578","0.070857766572387","-0.0788190966814281","0.0169911608516968","0.0970094422762555"
"SAM000284_tp3","-3.65888459750545e-05","-0.0192677332373718","0.0525534087690556","0.236120366011588","-0.00815552930053816","-0.0152811157708707","-0.0201104746979507","-0.00616119639369072","-0.0106642260892456","0.0981129974783258","-0.01263555634503","-0.0246206922477196","0.0053773955837366","-0.0174527257785188","-0.0268868862551155","-0.0132953214018925","-0.0013337308846845","0.146904501602651","-0.00889387644580699","-0.00375857370043528","0.107900525287281","-0.0137002060446234",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000285_tp1","0.00983661756795377","-0.0118076041393803","-0.0200597978530653","0.0872100017887758","-0.00778599344686279","-0.0147680850413755","-0.020350391759149","-0.015606676286364","-0.0197516063182838","-0.00369106464473354","-0.0175154176630358","-0.0457086918163266","4.17020480427397e-05","0.0465953411995727","0.0192531197081339","0.038580648177615","0.0810011823487075","0.0133434503323418","0.0341412215319174","0.0135664123415601","0.00129403417487183","0.0174474773193493","-0.0175056070726898","-0.0143736888275491","-0.0600520634606145","-0.0495518868763351","-0.0260551024705986","-0.054032745504237","-0.033546876888945","0.0271826085666437","-0.0193364948949714"
"SAM000286_tp1","-0.0180713268484218","-0.0271043925641296","-0.0366802852697212","0.252127068990044","-0.0079354435180716","-0.0153424605696226","-0.0178899646536167","-0.00639456226075957","0.249535557360644","0.372615318906047","-0.018418090480543","-0.002556679231154","-0.0214726642574128","-0.0409751658360702","0.104732300247956","-0.0281682008343494","0.0158227249294888","-0.0345386217579279","-0.0111706364778729","-0.00450170098982723","0.0525076494945485","-0.0314991453674671","-0.019931342769913","0.0562048001189223","-0.0177745936347833","-0.00014050721673602","-0.0174842736212621","0.00697635626651217","-0.0715748096735837","-0.0166846220638484","-0.0384380774007837"
"SAM000286_tp2","-0.0220360214653024","-0.0242183957959758","-0.0273343961397825","0.213185812356397","0.00502550300186083","-0.0153424605696226","-0.0174993521796102","0.000685093770745231","0.104833117498891","0.159244295450006","-0.00129423878878983","-0.0275386079472222","-0.0187303030912037","-0.0337870750365773","0.098723281467628","-0.0329580570106356","0.001905932397871","-0.0201594501102925","-0.0178749948462762","-0.000442420178233448","0.153465752146895","-0.0207323933621108","0.024088740230358","0.0339838257313248","0.0420573508954385","-0.00935631166088627","0.000889620941080727","0.0256339460896306","-0.0540174282237299","-0.0281712896418649","-0.0115878251626467"
"SAM000286_tp3","0.0202200121818992","-0.0346135529601468","0.0425140239397788","0.124540523897233","-0.00666179920534567","-0.0153424605696226","-0.0113882995753809","-0.000519681571350482","-0.0394154592762022","0.0679880603463641","-0.0115369009993441","-0.0281881564276312","-0.0184704652757613","-0.0219599341062683","0.0947373262177486","0.0269967221650806","0.050172043169308","-0.0326753612110395","-0.00443998991199283","-0.00261420019354572","0.0264133617350327","-0.000262587778779724","-0.00670855157418902","-0.000390922556926438","0.125764857713919","0.0104117248480849","0.00357690827073619","0.0521387051225095","-0.0142026182770596","-0.0308033136138456","-0.036691911230271"
"SAM000287_tp1","-0.0143169148241348","0.00990207078993928","-0.0300907962412509","-0.00758744902824846","-0.00812173885903729","-0.0150161580861879","-0.0173070288271227","-0.0112941411065916","0.0353466106334078","0.00542987581334938","0.00890209384026715","0.0957430489879336","0.00318381650622215","0.106499156928195","-0.0382328169765475","0.00917782486254952","-0.033257148944994","0.0851961023015941","0.0221036022097291","-0.0543053434022096","0.031805102796041","-0.000959019924876042","-0.0210863923752234","-0.0398243404953444","-0.0693560394863056","-0.0253378986858889","-0.0135406098412189","-0.0338359962110161","-0.100098170137169","0.0302242346604135","0.109015871288052"
"SAM000287_tp2","-0.0117771308006197","0.0101744726351588","-0.021804668260996","-0.00636717150924165","-0.00831345258668405","-0.00493789748146557","-0.0125941896250186","-0.0129660853523267","0.0114924873231466","-0.0205088951737869","-0.015863821436021","0.0739622064809804","0.00197117017612605","0.0691847778855455","-0.0402057136810992","-0.0151445937596047","-0.0533079249397386","0.0433857386018376","0.0363528258036442","-0.0394340809317038","0.0123509403589043","-0.0210572523863415","-0.00319636447515294","-0.0664474536375802","-0.0413718427623178","-0.0588114689684701","0.0349222963596034","-0.0517505998827277","-0.0913634628642955","0.0298298401560951","0.174037670968255"
"SAM000287_tp3","-0.0367423154321724","0.0181505223686991","-0.0329393849627197","-0.0116262820175483","0.0219789823496824","0.00845988003975602","0.0238400240088558","-0.0143441223984214","-0.00367941355223516","-0.0349849466010291","-0.0153438413547682","0.0517997247671599","0.0921095971290778","0.0576664932686555","-0.0371104464277696","-0.00797968872837652","-0.00873817510150197","0.0547215390299695","0.0312552614034888","-0.0648641984178112","-0.00776459635392892","0.0177701690419042",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000288_tp1","0.0305317332165727","0.0317349644045056","0.00363944308615114","-0.0112125924403345","0.00530730468407457","0.0454518587371919","-0.0165658231843333","-0.00648019611231","0.00856090687825669","0.0240758584052423","0.0473505631881431","0.0849338329808765","-0.0198073903974031","-0.0374036364508747","0.0753344444808749","-0.0140867927151742","0.0013974102914419","-0.0277386475212745","0.0503576521898662","-0.0421552995351521","0.00745906872887023","0.00659118206820429","0.00466260680931061","0.0548911951207284","0.0338027170749526","0.11180129034552","0.0430157312811978","0.0192184933233416","0.0208691375748635","0.0506946215383312","-0.00171892348389674"
"SAM000288_tp2","0.049908821246447","0.0480056635586156","0.0664595414207278","-0.0111605745484797","0.0215339210578598","0.0135490377317302","-0.00232465739235503","0.00563620222488468","-0.0299719255323858","0.0181788078806178","-0.00486401184222364","0.0191734238888546","-0.0145958284608912","-0.0315285882507806","0.0635204339874897","-0.020034555699325","-0.0108440599841186","-0.0401892100418449","0.0424104168990515","-0.0439758703036874","0.00746026420799532","0.00870189263502534","0.0745910302373675","0.0100187068757922","0.0395503293551992","0.0330564966900463","0.0152820858397333","0.000119904366734443","-0.00960963655531124","0.0441323664067162","-0.0532130792118068"
"SAM000290_tp1","-0.0139682906017404","0.0223776611272358","-0.0262729835955171","-0.00401312480873544","-0.00886473926683781","-0.0123027748084226","-0.00601670958171731","-0.0147042825916177","0.0767129589236917","0.0337459423805519","-0.0308266552866564","-0.0394740629022679","0.0018663768103574","0.0659929840517269","-0.0109910952845718","0.0232116690874491","-0.00523864256760966","0.0310359383957416","-0.0158630535458888","0.0237900461690944","-0.00544584831037911","0.0126634583175912","0.00905964900908518","0.0144862463049349","-0.0340397669622309","0.0415077647549567","-0.00691521759568818","0.00364027337189509","0.00866687028978125","-0.0402019482761029","-0.0801153733137228"
"SAM000290_tp2","-0.0268231955551011","0.0159276565221994","-0.0121731511200898","-0.0112780065576197","-0.00948498018729805","-0.0124093627276551","-0.00584370432152658","-0.0156812709604648","0.0329541102673814","0.00453508841583321","-0.0263502128854366","-0.0426010507358991","-0.00440513292554112","0.0502754512740876","0.0114012739790041","0.0289818679839281","-0.00403779125743239","0.0554745719435025","0.0103355885229916","0.0113139537268848","0.0186637645106769","0.0138709434317481","0.0501807267011868","-0.0302601647373179","-0.0305296472038796","0.0421623112545658","0.000898048905261848","-0.0125431932669834","0.0429870135064053","-0.0506501203753881","-0.0514627541146187"
