feature,count,frequency,rank,modality
immune_res__% CD4+ RO+ CD27+ (TCM) d0,1,0.0014285714285714286,349,immune_res
immune_res__% CD4+ RO+ INFg+ GzA+ d1,1,0.0014285714285714286,350,immune_res
immune_res__% CD8+ IL-17+ IL-22+ d6,1,0.0014285714285714286,351,immune_res
immune_res__% CD8+ IL-17- IL-22+ d6,1,0.0014285714285714286,352,immune_res
immune_res__% CD8+ INFg- TNFa+ d1 P13,1,0.0014285714285714286,353,immune_res
immune_res__% CD8+ MAIT IL-17+ INFg- d6,1,0.0014285714285714286,354,immune_res
immune_res__% CD8+ MAIT total Granzyme+ d1,1,0.0014285714285714286,355,immune_res
immune_res__% CD8+ RO+ CCR6+ IL-17+ INFg+ d1,1,0.0014285714285714286,356,immune_res
immune_res__% CD8+ RO+ CCR6+ IL4- GMCSF+ d1,1,0.0014285714285714286,357,immune_res
immune_res__% CD8+ RO+ CD27- d0,1,0.0014285714285714286,358,immune_res
immune_res__% CD8+ RO- CCR6- IL4+ GMCSF+ d1,1,0.0014285714285714286,359,immune_res
immune_res__% CD8+ RO- CCR6- total TNFa+ d1,1,0.0014285714285714286,360,immune_res
immune_res__% DN CD161+ Va7.2- d6,1,0.0014285714285714286,361,immune_res
immune_res__% DN RO+ CCR6- total INFg+ d1,1,0.0014285714285714286,362,immune_res
immune_res__% DN RO- CCR6- total INFg+ d1,1,0.0014285714285714286,363,immune_res
immune_res__% Dcs CD1c+ d0,1,0.0014285714285714286,364,immune_res
immune_res__CD4:CD8 d6,1,0.0014285714285714286,365,immune_res
immune_res__total % CD4+ d0,1,0.0014285714285714286,366,immune_res
quest__Absolute Lymphocytes,1,0.0014285714285714286,367,quest
quest__LDL-Cholesterol,1,0.0014285714285714286,368,quest
quest__Urea Nitrogen (BUN),1,0.0014285714285714286,369,quest
species__Akkermansia_muciniphila,1,0.0014285714285714286,370,species
species__Akkermansia_sp_BIOML_A40,1,0.0014285714285714286,371,species
species__Alistipes_shahii,1,0.0014285714285714286,372,species
species__Blautia_faecis,1,0.0014285714285714286,373,species
species__Blautia_wexlerae,1,0.0014285714285714286,374,species
species__Eubacterium_siraeum,1,0.0014285714285714286,375,species
species__GGB9615_SGB15053,1,0.0014285714285714286,376,species
species__Lacrimispora_amygdalina,1,0.0014285714285714286,377,species
species__Prevotella_marseillensis,1,0.0014285714285714286,378,species
species__Ruminococcus_torques,1,0.0014285714285714286,379,species
species__Ruthenibacterium_lactatiformans,1,0.0014285714285714286,380,species
gender_Male,0,0.0,381,metadata
immune_pct__% CD19+ CD3- CD27- IgG+ d0,0,0.0,382,immune_pct
immune_pct__% CD19+ CD3- d0,0,0.0,383,immune_pct
immune_pct__% CD19- CD3- d0,0,0.0,384,immune_pct
immune_pct__% CD3- CD19- DR+ CD14+ d0,0,0.0,385,immune_pct
immune_pct__% CD4+  RO- CD27+ (TN) d0,0,0.0,386,immune_pct
immune_pct__% CD4+ CCR7+ RO- CD31+ CXCR3- d0,0,0.0,387,immune_pct
immune_pct__% CD4+ CD161+ Va7.2- d0,0,0.0,388,immune_pct
immune_pct__% CD4+ IL-17+ IL-22- d6,0,0.0,389,immune_pct
immune_pct__% CD4+ INFg- TNFa+ d6,0,0.0,390,immune_pct
immune_pct__% CD4+ M CCR4+ CXCR3+ d0,0,0.0,391,immune_pct
immune_pct__% CD4+ M CCR4+ CXCR3- d0,0,0.0,392,immune_pct
immune_pct__% CD4+ M CCR4- CXCR3+ d0,0,0.0,393,immune_pct
immune_pct__% CD4+ M CCR6+ CXCR3+ d0,0,0.0,394,immune_pct
immune_pct__% CD4+ M CCR6+ CXCR3- d0,0,0.0,395,immune_pct
immune_pct__% CD4+ M CCR6- CXCR3+ d0,0,0.0,396,immune_pct
immune_pct__% CD4+ M CD25+ CD27+ d0,0,0.0,397,immune_pct
immune_pct__% CD4+ M CD25- CD27+ d0,0,0.0,398,immune_pct
immune_pct__% CD4+ M CXCR5+ CCR7+ d0,0,0.0,399,immune_pct
immune_pct__% CD4+ M Treg (FOXP3+ HELIOS+) d1,0,0.0,400,immune_pct
immune_pct__% CD4+ M total CCR4+ d0,0,0.0,401,immune_pct
immune_pct__% CD4+ M total CCR6+ d0,0,0.0,402,immune_pct
immune_pct__% CD4+ M total CXCR3+ d0,0,0.0,403,immune_pct
immune_pct__% CD4+ N Treg (FOXP3+ HELIOS+) d1,0,0.0,404,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161+ IL-17+ INFg- d6,0,0.0,405,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161+ IL-17- INFg+ d6,0,0.0,406,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161+ d6,0,0.0,407,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161- IL-17+ INFg+ d6,0,0.0,408,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161- IL-17+ INFg- d6,0,0.0,409,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161- IL-17- INFg+ d6,0,0.0,410,immune_pct
immune_pct__% CD4+ RO+ CCR6+ CD161- total IL-17+ d6,0,0.0,411,immune_pct
immune_pct__% CD4+ RO+ CCR6+ IL-17+ INFg+ d6,0,0.0,412,immune_pct
immune_pct__% CD4+ RO+ CCR6+ IL-17+ INFg- d6,0,0.0,413,immune_pct
immune_pct__% CD4+ RO+ CCR6+ IL-17- INFg+ d6,0,0.0,414,immune_pct
immune_pct__% CD4+ RO+ CCR6+ IL-22+ IL-17- d1,0,0.0,415,immune_pct
immune_pct__% CD4+ RO+ CCR6+ IL-22- IL-17+ d1,0,0.0,416,immune_pct
immune_pct__% CD4+ RO+ CCR6+ INFg+ IL-17- d1,0,0.0,417,immune_pct
immune_pct__% CD4+ RO+ CCR6+ INFg+ IL4- d1,0,0.0,418,immune_pct
immune_pct__% CD4+ RO+ CCR6+ INFg- IL4+ d1,0,0.0,419,immune_pct
immune_pct__% CD4+ RO+ CCR6+ d0,0,0.0,420,immune_pct
immune_pct__% CD4+ RO+ CCR6+ d1,0,0.0,421,immune_pct
immune_pct__% CD4+ RO+ CCR6+ d6,0,0.0,422,immune_pct
immune_pct__% CD4+ RO+ CCR6+ total IL-17+  d6,0,0.0,423,immune_pct
immune_pct__% CD4+ RO+ CCR6+ total INFg+ d1,0,0.0,424,immune_pct
immune_pct__% CD4+ RO+ CCR6+ total INFg+ d6,0,0.0,425,immune_pct
immune_pct__% CD4+ RO+ CCR6- IL-17+ INFg- d6,0,0.0,426,immune_pct
immune_pct__% CD4+ RO+ CCR6- IL-17- INFg+ d6,0,0.0,427,immune_pct
immune_pct__% CD4+ RO+ CCR6- INFg+ TNFa+ d1,0,0.0,428,immune_pct
immune_pct__% CD4+ RO+ CCR6- INFg+ TNFa- d1,0,0.0,429,immune_pct
immune_pct__% CD4+ RO+ CCR6- INFg- TNFa+ d1,0,0.0,430,immune_pct
immune_pct__% CD4+ RO+ CCR6- total IL-17+ d6,0,0.0,431,immune_pct
immune_pct__% CD4+ RO+ CCR6- total INFg+ d1,0,0.0,432,immune_pct
immune_pct__% CD4+ RO+ CCR6- total INFg+ d6,0,0.0,433,immune_pct
immune_pct__% CD4+ RO+ CCR7+ d0,0,0.0,434,immune_pct
immune_pct__% CD4+ RO+ CD161+ IL-17+ INFg- d6,0,0.0,435,immune_pct
immune_pct__% CD4+ RO+ CD161+ IL-17- INFg+ d6,0,0.0,436,immune_pct
immune_pct__% CD4+ RO+ CD161- IL-17+ INFg+ d6,0,0.0,437,immune_pct
immune_pct__% CD4+ RO+ CD161- IL-17+ INFg- d6,0,0.0,438,immune_pct
immune_pct__% CD4+ RO+ CD161- total IL-17+ d6,0,0.0,439,immune_pct
immune_pct__% CD4+ RO+ FOXP3+ INFg- d1,0,0.0,440,immune_pct
immune_pct__% CD4+ RO+ IL-17+ INFg+ d6,0,0.0,441,immune_pct
immune_pct__% CD4+ RO+ IL-17+ INFg- d6,0,0.0,442,immune_pct
immune_pct__% CD4+ RO+ IL-17- INFg+ d6,0,0.0,443,immune_pct
immune_pct__% CD4+ RO+ IL-22+ IL-17- d1,0,0.0,444,immune_pct
immune_pct__% CD4+ RO+ IL-22- IL-17+ d1,0,0.0,445,immune_pct
immune_pct__% CD4+ RO+ INFg+ GMCSF+ d1,0,0.0,446,immune_pct
immune_pct__% CD4+ RO+ INFg+ GMCSF- d1,0,0.0,447,immune_pct
immune_pct__% CD4+ RO+ INFg+ GzA+ d1,0,0.0,448,immune_pct
immune_pct__% CD4+ RO+ INFg+ IL-17- d1,0,0.0,449,immune_pct
immune_pct__% CD4+ RO+ INFg+ IL4+ d1,0,0.0,450,immune_pct
immune_pct__% CD4+ RO+ INFg+ IL4- d1,0,0.0,451,immune_pct
immune_pct__% CD4+ RO+ INFg+ TNFa+ d1,0,0.0,452,immune_pct
immune_pct__% CD4+ RO+ INFg+ TNFa- d1,0,0.0,453,immune_pct
immune_pct__% CD4+ RO+ INFg- GzA+ d1,0,0.0,454,immune_pct
immune_pct__% CD4+ RO+ INFg- IL-17+ d1,0,0.0,455,immune_pct
immune_pct__% CD4+ RO+ INFg- IL4+ d1,0,0.0,456,immune_pct
immune_pct__% CD4+ RO+ INFg- TNFa+ d1,0,0.0,457,immune_pct
immune_pct__% CD4+ RO+ d0,0,0.0,458,immune_pct
immune_pct__% CD4+ RO+ total GzA+ d1,0,0.0,459,immune_pct
immune_pct__% CD4+ RO+ total IL-17+ d1,0,0.0,460,immune_pct
immune_pct__% CD4+ RO+ total IL-17+ d6,0,0.0,461,immune_pct
immune_pct__% CD4+ RO+ total INFg+ d1 P8,0,0.0,462,immune_pct
immune_pct__% CD4+ RO+ total INFg+ d6,0,0.0,463,immune_pct
immune_pct__% CD4+ RO+ total TNFa+ d1,0,0.0,464,immune_pct
immune_pct__% CD4+ RO+/- CD27+ CD161+ INFg+ d1,0,0.0,465,immune_pct
immune_pct__% CD4+ RO+/- CD27+ CD161+ INFg- d1,0,0.0,466,immune_pct
immune_pct__% CD4+ RO+/- CD27+ CD161- INFg+ d1,0,0.0,467,immune_pct
immune_pct__% CD4+ RO- CCR7+ d0,0,0.0,468,immune_pct
immune_pct__% CD8+ IL-17+ IL-22- d6,0,0.0,469,immune_pct
immune_pct__% CD8+ IL-17+ INFg+ d6,0,0.0,470,immune_pct
immune_pct__% CD8+ IL-17+ INFg- d6,0,0.0,471,immune_pct
immune_pct__% CD8+ INFg+ GzA+ d1,0,0.0,472,immune_pct
immune_pct__% CD8+ INFg+ GzA- d1,0,0.0,473,immune_pct
immune_pct__% CD8+ INFg+ IL4- d1,0,0.0,474,immune_pct
immune_pct__% CD8+ INFg+ TNFa+ d1 P13,0,0.0,475,immune_pct
immune_pct__% CD8+ INFg+ TNFa+ d1 P8,0,0.0,476,immune_pct
immune_pct__% CD8+ INFg+ TNFa- d1 P13,0,0.0,477,immune_pct
immune_pct__% CD8+ INFg- GzA+ d1,0,0.0,478,immune_pct
immune_pct__% CD8+ INFg- IL4+ d1,0,0.0,479,immune_pct
immune_pct__% CD8+ INFg- TNFa+ d1 P8,0,0.0,480,immune_pct
immune_pct__% CD8+ M CCR4+ CXCR3+ d0,0,0.0,481,immune_pct
immune_pct__% CD8+ M CCR4- CXCR3+ d0,0,0.0,482,immune_pct
immune_pct__% CD8+ M CCR6+ CXCR3+ d0,0,0.0,483,immune_pct
immune_pct__% CD8+ M CCR6- CXCR3+ d0,0,0.0,484,immune_pct
immune_pct__% CD8+ M CCR7+ CXCR5- d0,0,0.0,485,immune_pct
immune_pct__% CD8+ M CCR7- CXCR5+ d0,0,0.0,486,immune_pct
immune_pct__% CD8+ M total CXCR3+ d0,0,0.0,487,immune_pct
immune_pct__% CD8+ MAIT IL-17+ INFg+ d6,0,0.0,488,immune_pct
immune_pct__% CD8+ MAIT IL-17+ INFg- d6,0,0.0,489,immune_pct
immune_pct__% CD8+ MAIT INFg+ GzA- d1,0,0.0,490,immune_pct
immune_pct__% CD8+ MAIT INFg+ TNFa- d6,0,0.0,491,immune_pct
immune_pct__% CD8+ MAIT d1,0,0.0,492,immune_pct
immune_pct__% CD8+ MAIT total IL-17+ d6,0,0.0,493,immune_pct
immune_pct__% CD8+ MAIT total INFg+ d6,0,0.0,494,immune_pct
immune_pct__% CD8+ RO+ CCR6+ IL-17- INFg+ d1,0,0.0,495,immune_pct
immune_pct__% CD8+ RO+ CCR6+ IL4- GMCSF+ d1,0,0.0,496,immune_pct
immune_pct__% CD8+ RO+ CCR6- IL4- GMCSF+ d1,0,0.0,497,immune_pct
immune_pct__% CD8+ RO+ CCR6- INFg+ TNFa+ d1,0,0.0,498,immune_pct
immune_pct__% CD8+ RO+ CCR6- INFg- TNFa+ d1,0,0.0,499,immune_pct
immune_pct__% CD8+ RO+ CCR6- total TNFa+ d1,0,0.0,500,immune_pct
immune_pct__% CD8+ RO+ CCR7+ d0,0,0.0,501,immune_pct
immune_pct__% CD8+ RO+ CCR7- d0,0,0.0,502,immune_pct
immune_pct__% CD8+ RO+ CD27+ d0,0,0.0,503,immune_pct
immune_pct__% CD8+ RO+ CD31+ CD27+ d0,0,0.0,504,immune_pct
immune_pct__% CD8+ RO+ CD31+ CD27- d0,0,0.0,505,immune_pct
immune_pct__% CD8+ RO+ CD31- CD27+ d0,0,0.0,506,immune_pct
immune_pct__% CD8+ RO+ Va7.2- INFg+ TNFa+ d6,0,0.0,507,immune_pct
immune_pct__% CD8+ RO+ Va7.2- INFg- TNFa+ d6,0,0.0,508,immune_pct
immune_pct__% CD8+ RO+ Va7.2- total TNFa+ d6,0,0.0,509,immune_pct
immune_pct__% CD8+ RO- CCR6- IL4+ GMCSF- d1,0,0.0,510,immune_pct
immune_pct__% CD8+ RO- CCR6- INFg+ TNFa- d1,0,0.0,511,immune_pct
immune_pct__% CD8+ RO- CCR6- INFg- TNFa+ d1,0,0.0,512,immune_pct
immune_pct__% CD8+ RO- CCR6- total INFg+ d1,0,0.0,513,immune_pct
immune_pct__% CD8+ RO- CCR7+ d0,0,0.0,514,immune_pct
immune_pct__% CD8+ RO- CCR7- d0,0,0.0,515,immune_pct
immune_pct__% CD8+ RO- CD27+ d0,0,0.0,516,immune_pct
immune_pct__% CD8+ RO- CD27- d0,0,0.0,517,immune_pct
immune_pct__% CD8+ RO- Va7.2- INFg+ TNFa- d6,0,0.0,518,immune_pct
immune_pct__% CD8+ RO- Va7.2- INFg- TNFa+ d6,0,0.0,519,immune_pct
immune_pct__% CD8+ RO- Va7.2- total TNFa+ d6,0,0.0,520,immune_pct
immune_pct__% CD8+ in total MAIT d6,0,0.0,521,immune_pct
immune_pct__% CD8+ non-MAIT total INFg+ d1,0,0.0,522,immune_pct
immune_pct__% CD8+ nonMAIT INFg+ GzA+ d1,0,0.0,523,immune_pct
immune_pct__% CD8+ nonMAIT INFg+ GzA- d1,0,0.0,524,immune_pct
immune_pct__% CD8+ nonMAIT INFg+ TNFa+ d1,0,0.0,525,immune_pct
immune_pct__% CD8+ nonMAIT INFg+ TNFa- d1,0,0.0,526,immune_pct
immune_pct__% CD8+ nonMAIT INFg- GzA+ d1,0,0.0,527,immune_pct
immune_pct__% CD8+ nonMAIT INFg- TNFa+ d1,0,0.0,528,immune_pct
immune_pct__% CD8+ nonMAIT total GzA+ d1,0,0.0,529,immune_pct
immune_pct__% CD8+ nonMAIT total INFg+ d1,0,0.0,530,immune_pct
immune_pct__% CD8+ total GzA+ d1,0,0.0,531,immune_pct
immune_pct__% CD8+ total IL-17+ d6,0,0.0,532,immune_pct
immune_pct__% CD8+ total INFg+ d1,0,0.0,533,immune_pct
immune_pct__% CD8+ total INFg+ d1 P13,0,0.0,534,immune_pct
immune_pct__% CD8+ total INFg+ d1 P8,0,0.0,535,immune_pct
immune_pct__% CD8+ total TNFa+ d1,0,0.0,536,immune_pct
immune_pct__% DN RO+ CCR6- INFg+ TNFa+ d1,0,0.0,537,immune_pct
immune_pct__% DN RO+ CCR6- INFg+ TNFa- d1,0,0.0,538,immune_pct
immune_pct__% DN RO+ CCR6- total INFg+ d1,0,0.0,539,immune_pct
immune_pct__% DN RO- CCR6- INFg+ TNFa+ d1,0,0.0,540,immune_pct
immune_pct__% DN RO- CCR6- INFg+ TNFa- d1,0,0.0,541,immune_pct
immune_pct__% DN in total MAIT d6,0,0.0,542,immune_pct
immune_pct__% DR+ CD3- d0,0,0.0,543,immune_pct
immune_pct__% viable CD3+ d6,0,0.0,544,immune_pct
immune_pct__% viable CD3- CCR6- GzA+ INFg- d1,0,0.0,545,immune_pct
immune_pct__% viable CD3- CCR6- GzA- INFg+ d1,0,0.0,546,immune_pct
immune_pct__%CD4+ MAIT d0,0,0.0,547,immune_pct
immune_pct__%CD8+ CD161+ Va7.2- d0,0,0.0,548,immune_pct
immune_pct__%CD8+ MAIT d0,0,0.0,549,immune_pct
immune_pct__CD3+ gdTCR+ CD3hi,0,0.0,550,immune_pct
immune_pct__CD4+ CCR6+ as % of RO+,0,0.0,551,immune_pct
immune_pct__CD8+ % RO+ CD27- d0,0,0.0,552,immune_pct
immune_pct__CD8+ % RO- CD27+ d0,0,0.0,553,immune_pct
immune_pct__CD8+ % RO- CD27- d0,0,0.0,554,immune_pct
immune_pct__CD8+ DN+ MAIT % RO+ CD27+ d0,0,0.0,555,immune_pct
immune_pct__CD8+ DN+ MAIT % RO+ CD27- d0,0,0.0,556,immune_pct
immune_pct__CD8+ MAIT % RO+ CD27+ d0,0,0.0,557,immune_pct
immune_pct__CD8+ MAIT % RO+ CD27- d0,0,0.0,558,immune_pct
immune_pct__DN % RO+ CD27+ d0,0,0.0,559,immune_pct
immune_pct__DN % RO- CD27- d0,0,0.0,560,immune_pct
immune_pct__NK % CD56+ CD16+,0,0.0,561,immune_pct
immune_pct__NK % CD56hi CD16-,0,0.0,562,immune_pct
immune_pct__Total gd Cells (gdTCR CD3hi + CD3lo),0,0.0,563,immune_pct
immune_pct__total % CD3 d0,0,0.0,564,immune_pct
immune_pct__total % CD4+ d0,0,0.0,565,immune_pct
immune_pct__total % CD4+ d6,0,0.0,566,immune_pct
immune_pct__total % CD8+ d0,0,0.0,567,immune_pct
immune_pct__total % CD8+ d6,0,0.0,568,immune_pct
immune_pct__total % DN d0,0,0.0,569,immune_pct
immune_res__% CD19+ CD3- CD27- IgG+ d0,0,0.0,570,immune_res
immune_res__% CD19- CD3- d0,0,0.0,571,immune_res
immune_res__% CD3- CD19- DR+ CD14+ d0,0,0.0,572,immune_res
immune_res__% CD4+  RO- CD27+ (TN) d0,0,0.0,573,immune_res
immune_res__% CD4+ CD161+ Va7.2- d0,0,0.0,574,immune_res
immune_res__% CD4+ IL-17+ IL-22- d6,0,0.0,575,immune_res
immune_res__% CD4+ INFg- TNFa+ d6,0,0.0,576,immune_res
immune_res__% CD4+ M CCR4+ CXCR3+ d0,0,0.0,577,immune_res
immune_res__% CD4+ M CCR4+ CXCR3- d0,0,0.0,578,immune_res
immune_res__% CD4+ M CCR4- CXCR3+ d0,0,0.0,579,immune_res
immune_res__% CD4+ M CCR6+ CXCR3+ d0,0,0.0,580,immune_res
immune_res__% CD4+ M CCR6+ CXCR3- d0,0,0.0,581,immune_res
immune_res__% CD4+ M CCR6- CXCR3+ d0,0,0.0,582,immune_res
immune_res__% CD4+ M CD25+ CD27+ d0,0,0.0,583,immune_res
immune_res__% CD4+ M CD25+ CD27- d0,0,0.0,584,immune_res
immune_res__% CD4+ M CXCR5+ CCR7+ d0,0,0.0,585,immune_res
immune_res__% CD4+ M CXCR5+ CCR7- d0,0,0.0,586,immune_res
immune_res__% CD4+ M FOXP3+ d1,0,0.0,587,immune_res
immune_res__% CD4+ M Treg (FOXP3+ HELIOS+) d1,0,0.0,588,immune_res
immune_res__% CD4+ M total CXCR3+ d0,0,0.0,589,immune_res
immune_res__% CD4+ N Treg (FOXP3+ HELIOS+) d1,0,0.0,590,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161+ IL-17+ INFg- d6,0,0.0,591,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161+ IL-17- INFg+ d6,0,0.0,592,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161- IL-17+ INFg+ d6,0,0.0,593,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161- IL-17+ INFg- d6,0,0.0,594,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161- IL-17- INFg+ d6,0,0.0,595,immune_res
immune_res__% CD4+ RO+ CCR6+ CD161- total IL-17+ d6,0,0.0,596,immune_res
immune_res__% CD4+ RO+ CCR6+ IL-17+ INFg+ d6,0,0.0,597,immune_res
immune_res__% CD4+ RO+ CCR6+ IL-17+ INFg- d6,0,0.0,598,immune_res
immune_res__% CD4+ RO+ CCR6+ IL-17- INFg+ d6,0,0.0,599,immune_res
immune_res__% CD4+ RO+ CCR6+ IL-22+ IL-17- d1,0,0.0,600,immune_res
immune_res__% CD4+ RO+ CCR6+ IL-22- IL-17+ d1,0,0.0,601,immune_res
immune_res__% CD4+ RO+ CCR6+ INFg+ IL-17- d1,0,0.0,602,immune_res
immune_res__% CD4+ RO+ CCR6+ INFg+ IL4+ d1,0,0.0,603,immune_res
immune_res__% CD4+ RO+ CCR6+ INFg+ IL4- d1,0,0.0,604,immune_res
immune_res__% CD4+ RO+ CCR6+ INFg- IL4+ d1,0,0.0,605,immune_res
immune_res__% CD4+ RO+ CCR6+ d0,0,0.0,606,immune_res
immune_res__% CD4+ RO+ CCR6+ d1,0,0.0,607,immune_res
immune_res__% CD4+ RO+ CCR6+ d6,0,0.0,608,immune_res
immune_res__% CD4+ RO+ CCR6+ total IL-17+  d6,0,0.0,609,immune_res
immune_res__% CD4+ RO+ CCR6+ total INFg+ d1,0,0.0,610,immune_res
immune_res__% CD4+ RO+ CCR6+ total INFg+ d6,0,0.0,611,immune_res
immune_res__% CD4+ RO+ CCR6- IL-17+ INFg- d6,0,0.0,612,immune_res
immune_res__% CD4+ RO+ CCR6- IL-17- INFg+ d6,0,0.0,613,immune_res
immune_res__% CD4+ RO+ CCR6- INFg+ TNFa+ d1,0,0.0,614,immune_res
immune_res__% CD4+ RO+ CCR6- INFg+ TNFa- d1,0,0.0,615,immune_res
immune_res__% CD4+ RO+ CCR6- INFg- TNFa+ d1,0,0.0,616,immune_res
immune_res__% CD4+ RO+ CCR6- total INFg+ d1,0,0.0,617,immune_res
immune_res__% CD4+ RO+ CCR6- total INFg+ d6,0,0.0,618,immune_res
immune_res__% CD4+ RO+ CCR7+ d0,0,0.0,619,immune_res
immune_res__% CD4+ RO+ CD161+ IL-17+ INFg- d6,0,0.0,620,immune_res
immune_res__% CD4+ RO+ CD161+ IL-17- INFg+ d6,0,0.0,621,immune_res
immune_res__% CD4+ RO+ CD161- IL-17+ INFg+ d6,0,0.0,622,immune_res
immune_res__% CD4+ RO+ CD161- IL-17+ INFg- d6,0,0.0,623,immune_res
immune_res__% CD4+ RO+ CD161- IL-17- INFg+ d6,0,0.0,624,immune_res
immune_res__% CD4+ RO+ CD161- total IL-17+ d6,0,0.0,625,immune_res
immune_res__% CD4+ RO+ FOXP3+ INFg- TNFa+ IL-17- d1,0,0.0,626,immune_res
immune_res__% CD4+ RO+ FOXP3+ INFg- TNFa- IL-17+ d1,0,0.0,627,immune_res
immune_res__% CD4+ RO+ FOXP3+ INFg- d1,0,0.0,628,immune_res
immune_res__% CD4+ RO+ IL-17+ INFg+ d6,0,0.0,629,immune_res
immune_res__% CD4+ RO+ IL-17+ INFg- d6,0,0.0,630,immune_res
immune_res__% CD4+ RO+ IL-17- INFg+ d6,0,0.0,631,immune_res
immune_res__% CD4+ RO+ IL-22+ IL-17+ d1,0,0.0,632,immune_res
immune_res__% CD4+ RO+ IL-22+ IL-17- d1,0,0.0,633,immune_res
immune_res__% CD4+ RO+ IL-22- IL-17+ d1,0,0.0,634,immune_res
immune_res__% CD4+ RO+ INFg+ GMCSF+ d1,0,0.0,635,immune_res
immune_res__% CD4+ RO+ INFg+ GMCSF- d1,0,0.0,636,immune_res
immune_res__% CD4+ RO+ INFg+ GzA- d1,0,0.0,637,immune_res
immune_res__% CD4+ RO+ INFg+ IL-17- d1,0,0.0,638,immune_res
immune_res__% CD4+ RO+ INFg+ IL4+ d1,0,0.0,639,immune_res
immune_res__% CD4+ RO+ INFg+ IL4- d1,0,0.0,640,immune_res
immune_res__% CD4+ RO+ INFg+ TNFa+ d1,0,0.0,641,immune_res
immune_res__% CD4+ RO+ INFg+ TNFa- d1,0,0.0,642,immune_res
immune_res__% CD4+ RO+ INFg- GzA+ d1,0,0.0,643,immune_res
immune_res__% CD4+ RO+ INFg- IL-17+ d1,0,0.0,644,immune_res
immune_res__% CD4+ RO+ INFg- IL4+ d1,0,0.0,645,immune_res
immune_res__% CD4+ RO+ INFg- TNFa+ d1,0,0.0,646,immune_res
immune_res__% CD4+ RO+ d0,0,0.0,647,immune_res
immune_res__% CD4+ RO+ total GzA+ d1,0,0.0,648,immune_res
immune_res__% CD4+ RO+ total IL-17+ d1,0,0.0,649,immune_res
immune_res__% CD4+ RO+ total IL-17+ d6,0,0.0,650,immune_res
immune_res__% CD4+ RO+ total INFg+ d1 P13,0,0.0,651,immune_res
immune_res__% CD4+ RO+ total INFg+ d1 P8,0,0.0,652,immune_res
immune_res__% CD4+ RO+ total INFg+ d6,0,0.0,653,immune_res
immune_res__% CD4+ RO+ total TNFa+ d1,0,0.0,654,immune_res
immune_res__% CD4+ RO+/- CD27+ CD161+ INFg+ d1,0,0.0,655,immune_res
immune_res__% CD4+ RO+/- CD27+ CD161+ INFg- d1,0,0.0,656,immune_res
immune_res__% CD4+ RO+/- CD27+ CD161- INFg+ d1,0,0.0,657,immune_res
immune_res__% CD4+ RO- CCR7+ d0,0,0.0,658,immune_res
immune_res__% CD8+ IL-17+ IL-22- d6,0,0.0,659,immune_res
immune_res__% CD8+ IL-17+ INFg+ d6,0,0.0,660,immune_res
immune_res__% CD8+ IL-17+ INFg- d6,0,0.0,661,immune_res
immune_res__% CD8+ INFg+ GzA+ d1,0,0.0,662,immune_res
immune_res__% CD8+ INFg+ GzA- d1,0,0.0,663,immune_res
immune_res__% CD8+ INFg+ IL4- d1,0,0.0,664,immune_res
immune_res__% CD8+ INFg+ TNFa+ d1 P13,0,0.0,665,immune_res
immune_res__% CD8+ INFg+ TNFa+ d1 P8,0,0.0,666,immune_res
immune_res__% CD8+ INFg+ TNFa- d1 P13,0,0.0,667,immune_res
immune_res__% CD8+ INFg- GzA+ d1,0,0.0,668,immune_res
immune_res__% CD8+ INFg- IL4+ d1,0,0.0,669,immune_res
immune_res__% CD8+ INFg- TNFa+ d1 P8,0,0.0,670,immune_res
immune_res__% CD8+ M CCR4+ CXCR3+ d0,0,0.0,671,immune_res
immune_res__% CD8+ M CCR4- CXCR3+ d0,0,0.0,672,immune_res
immune_res__% CD8+ M CCR6- CXCR3+ d0,0,0.0,673,immune_res
immune_res__% CD8+ M CCR7- CXCR5+ d0,0,0.0,674,immune_res
immune_res__% CD8+ M total CXCR3+ d0,0,0.0,675,immune_res
immune_res__% CD8+ MAIT INFg+ GzA- d1,0,0.0,676,immune_res
immune_res__% CD8+ MAIT INFg+ TNFa+ d6,0,0.0,677,immune_res
immune_res__% CD8+ MAIT INFg+ TNFa- d6,0,0.0,678,immune_res
immune_res__% CD8+ MAIT INFg- TNFa+ d6,0,0.0,679,immune_res
immune_res__% CD8+ MAIT d1,0,0.0,680,immune_res
immune_res__% CD8+ MAIT total IL-17+ d6,0,0.0,681,immune_res
immune_res__% CD8+ MAIT total INFg+ d6,0,0.0,682,immune_res
immune_res__% CD8+ RO+ CCR6+ IL-17+ INFg- d1,0,0.0,683,immune_res
immune_res__% CD8+ RO+ CCR6+ IL-17- INFg+ d1,0,0.0,684,immune_res
